@relation InstanceResultListener

@attribute Key_Dataset {citeseer-face,citeseer-constraint,citeseer-reasoning,citeseer-reinforcement}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2}
@attribute Key_Fraction_instances {0.0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0}
@attribute Key_Scheme {weka.linkage.BasicDeduper}
@attribute Key_Scheme_options {'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0','-NB -M Sum -useEq -p 100 -M LearnableAffineHMM -N -A -c 1.0E-5'}
@attribute Key_Scheme_version_ID {-4778067425483624034}
@attribute Date_time numeric
@attribute Number_of_instances numeric
@attribute pRecall numeric
@attribute pPrecision numeric
@attribute FMeasure numeric
@attribute MAP numeric
@attribute TotalPairsTrain numeric
@attribute PotentialDupePairsTrain numeric
@attribute ActualDupePairsTrain numeric
@attribute PotentialNonDupePairsTrain numeric
@attribute ActualNonDupePairsTrain numeric
@attribute DupeNonDupeRatioTrain numeric
@attribute DupeOveralProportionTrain numeric
@attribute TotalPairsTest numeric
@attribute DupePairsTest numeric
@attribute DupeNonDupeRatioTest numeric
@attribute Time_training numeric
@attribute Time_testing numeric

@data
citeseer-face,1,1,0.18,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.18,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.2,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.2,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.22,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.22,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.24,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.24,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.26,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.26,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.28,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.28,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.3,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.3,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.32,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.32,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.34,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.34,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.36,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.36,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.38,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.38,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.4,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.4,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.42,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.42,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.44,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.44,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.46,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.46,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.48,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.48,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.5,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.5,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.52,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.52,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.54,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.54,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.56,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.56,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.58,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.58,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.6,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.6,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.62,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.62,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.64,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.64,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.66,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.66,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.68,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.68,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.7,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.7,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.72,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.72,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.74,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.74,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.76,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.76,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.78,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.78,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.8,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.8,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.82,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.82,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.84,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.84,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.86,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.86,1,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.88,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.88,0.994083,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.9,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.9,0.989071,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.92,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.92,0.989071,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.94,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.94,0.989071,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.96,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.96,0.989071,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,0.98,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,0.98,0.803493,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,1,1.0,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0812,0,1,0.670251,0.978378,0.992219,14878,107,0,14771,0,0,0.007192,15400,187,0.012143,0,24.281
citeseer-face,1,2,0.0,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.02,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.02,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.04,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.04,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.06,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.06,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.08,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.08,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.1,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.1,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.12,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.12,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.14,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.14,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.16,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.16,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.18,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.18,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.2,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.2,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.22,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.22,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.24,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.24,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.26,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.26,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.28,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.28,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.3,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.3,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.32,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.32,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.34,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.34,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.36,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.36,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.38,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.38,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.4,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.4,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.42,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.42,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.44,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.44,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.46,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.46,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.48,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.48,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.5,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.5,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
citeseer-face,1,2,0.52,weka.linkage.BasicDeduper,'-NB -M Sum -useEq -p 100 -M AffineEditDistance -N -m -5.0 -s 5.0 -g 5.0 -e 1.0',-4778067425483624034,20080206.0813,0,0.52,1,0.872038,0.923194,15400,187,0,15213,0,0,0.012143,14878,107,0.007192,0,31.329
